ts,src_ip,dst_ip,src_port,dst_port,proto,service,conn_state,duration,orig_pkts,resp_pkts,pkts_total,orig_bytes,resp_bytes,bytes_total,pkts_per_sec,bytes_per_sec,iat_mean,iat_std,syn_count,ack_count,rst_count,attack_type,label,risk_hint
2026-01-01T19:55:33,192.168.2.253,192.168.4.87,51646,3306,UDP,mysql,SF,3.251189,169,22,191,130282.29,9600.82,139883.11,58.7477,43025.2042,0.043832,0.052752,0,0,1,DoS,1,0.9218
2026-01-07T15:36:01,192.168.1.206,192.168.1.130,3542,443,TCP,https,S0,0.047122,7,2,9,718.35,216.21,934.56,190.9882,19832.1443,0.000112,0.004101,6,2,2,PortScan,1,0.885
2026-01-01T02:58:32,192.168.0.72,192.168.0.238,31278,80,TCP,http,SF,1.571948,152,35,187,236558.13,40515.77,277073.9,118.9606,176261.4344,0.038,0.025381,16,14,0,DoS,1,0.9079
2026-01-03T01:52:53,192.168.4.185,192.168.0.213,10352,8080,TCP,http-alt,RSTO,1.893092,152,32,184,184918.97,25911.96,210830.93,97.1955,111368.5174,0.070258,0.022519,12,25,0,DoS,1,0.8434
2026-01-05T02:34:31,192.168.3.244,192.168.1.62,52747,53,TCP,dns,REJ,0.59893,8,0,8,697.87,218.11,915.98,13.3571,1529.3621,0.015634,0.013521,5,1,2,PortScan,1,0.7897
2026-01-01T11:42:19,192.168.4.158,192.168.1.109,32337,123,TCP,ntp,SF,1.824208,147,29,176,86598.1,21412.11,108010.21,96.4802,59209.3521,0.0166,0.04771,14,14,2,DoS,1,0.8619
2026-01-07T20:13:52,192.168.4.250,192.168.0.177,18992,443,TCP,https,REJ,0.346301,6,0,6,531.83,51.33,583.16,17.3259,1683.9525,0.047962,0.036695,5,2,1,PortScan,1,0.7867
2026-01-01T06:25:57,192.168.2.199,192.168.3.33,51952,123,TCP,ntp,S0,0.574952,11,0,11,1077.85,89.08,1166.93,19.132,2029.6065,0.015949,0.033803,6,1,1,PortScan,1,0.8936
2026-01-03T08:30:45,192.168.4.24,192.168.3.41,7429,443,TCP,https,S0,0.090149,3,0,3,294.02,47.92,341.94,33.2778,3793.0322,0.049243,0.042137,12,2,0,PortScan,1,0.6865
2026-01-04T00:22:36,192.168.1.74,192.168.1.168,36615,53,TCP,dns,REJ,0.475466,6,0,6,347.79,118.51,466.3,12.6192,980.7166,0.011165,0.010373,2,1,5,PortScan,1,0.8104
2026-01-06T04:32:22,192.168.1.225,192.168.3.155,9133,22,TCP,ssh,RSTO,1.095685,23,4,27,3307.73,1755.69,5063.43,24.6421,4621.2391,0.065167,0.015682,3,6,4,BruteForce,1,0.6867
2026-01-05T15:09:49,192.168.3.173,192.168.2.220,46241,53,TCP,dns,REJ,0.084526,5,0,5,448.09,168.8,616.89,59.1524,7298.0983,0.000373,0.036041,4,1,1,PortScan,1,0.6007
2026-01-05T20:11:43,192.168.0.235,192.168.3.219,33348,25,TCP,smtp,RSTO,0.656114,9,1,10,444.93,29.27,474.2,15.2412,722.7359,0.114457,0.010329,3,3,1,PortScan,1,0.8502
2026-01-02T09:58:41,192.168.3.217,192.168.4.35,63932,80,TCP,http,SF,5.677935,159,29,188,99813.44,22617.77,122431.2,33.1106,21562.6237,0.011547,0.021471,13,9,2,DoS,1,0.8787
2026-01-04T10:44:21,192.168.4.108,192.168.1.29,44920,443,TCP,https,S0,1.176273,139,30,169,130898.53,28558.96,159457.48,143.6741,135561.5509,0.00387,0.02464,12,11,0,DoS,1,0.8215
2026-01-02T09:57:31,192.168.2.76,192.168.3.116,15024,25,TCP,smtp,RSTO,0.267823,4,1,5,459.2,101.24,560.44,18.669,2092.5616,0.020995,0.033966,8,2,0,PortScan,1,0.6836
2026-01-07T23:20:21,192.168.4.143,192.168.4.24,11086,143,TCP,imap,S0,0.989896,144,28,172,156416.01,34016.14,190432.14,173.7555,192375.7705,0.03548,0.016757,12,14,0,DoS,1,0.9965
2026-01-02T02:27:57,192.168.3.226,192.168.4.84,28378,443,TCP,https,REJ,0.127999,5,1,6,534.59,74.35,608.94,46.8748,4757.2911,0.031384,0.052646,2,2,1,PortScan,1,0.7324
2026-01-04T21:10:28,192.168.1.42,192.168.1.232,19203,80,TCP,http,S0,0.289443,3,2,5,246.67,65.34,312.0,17.2745,1077.9357,0.012478,0.02559,5,1,1,PortScan,1,0.6704
2026-01-01T21:55:43,192.168.2.95,192.168.2.179,6635,123,TCP,ntp,REJ,0.102393,10,1,11,1262.81,402.25,1665.06,107.4277,16261.2416,0.025091,0.046263,2,3,0,PortScan,1,0.8964
2026-01-02T11:49:53,192.168.0.124,192.168.2.16,45504,80,TCP,http,RSTO,0.222741,2,0,2,106.06,36.33,142.39,8.979,639.2826,0.043494,0.054751,4,1,0,PortScan,1,0.7217
2026-01-05T13:51:27,192.168.1.190,192.168.3.15,18084,443,UDP,https,RSTO,3.997607,131,35,166,161281.66,16910.44,178192.11,41.5248,44574.6848,0.021902,0.029832,0,0,1,DoS,1,0.9824
2026-01-01T11:59:35,192.168.4.176,192.168.2.55,59470,443,TCP,https,S0,0.456304,9,1,10,1047.91,192.88,1240.79,21.9151,2719.2181,0.226057,0.037714,6,1,1,PortScan,1,0.8853
2026-01-04T07:09:42,192.168.4.194,192.168.1.126,7049,443,TCP,https,SF,11.886933,135,30,165,93727.9,14852.57,108580.47,13.8808,9134.4385,0.093915,0.01293,14,13,1,DoS,1,0.8321
2026-01-04T15:59:09,192.168.4.169,192.168.1.248,49951,53,TCP,dns,S0,0.118074,4,1,5,340.61,92.03,432.63,42.3461,3664.0666,0.081543,0.045353,5,0,1,PortScan,1,0.6181
2026-01-06T10:06:53,192.168.0.184,192.168.0.192,54572,53,TCP,dns,S0,0.37059,5,0,5,382.64,45.82,428.46,13.492,1156.1505,0.017935,0.004048,5,1,1,PortScan,1,0.8758
2026-01-06T00:42:18,192.168.1.147,192.168.2.98,51005,22,TCP,ssh,REJ,0.562943,27,6,33,5204.72,2813.7,8018.42,58.6204,14243.7318,0.009248,0.020225,2,4,1,BruteForce,1,0.5904
2026-01-02T09:08:22,192.168.3.73,192.168.2.39,46740,443,UDP,https,RSTO,9.602149,156,35,191,160337.81,37095.21,197433.02,19.8914,20561.3346,0.113015,0.003163,0,0,0,DoS,1,0.9338
2026-01-06T10:46:23,192.168.2.248,192.168.2.139,53891,80,TCP,http,S0,0.011536,7,0,7,225.23,35.71,260.94,606.7318,22617.623,0.014575,0.039496,7,1,2,PortScan,1,0.8118
2026-01-03T09:29:03,192.168.4.247,192.168.4.236,32210,80,TCP,http,S0,3.34916,138,26,164,156070.9,14950.86,171021.76,48.9675,51064.0648,0.079448,0.01807,12,12,0,DoS,1,0.8995
2026-01-04T06:47:38,192.168.4.175,192.168.2.235,28491,3306,TCP,mysql,S0,0.357939,3,1,4,228.22,48.18,276.4,11.1751,772.1907,0.079058,0.011951,5,1,0,PortScan,1,0.6533
2026-01-05T03:43:51,192.168.2.175,192.168.1.137,19790,22,TCP,ssh,REJ,0.743505,25,2,27,5836.83,1825.36,7662.2,36.3144,10305.4925,0.010322,0.031757,3,7,0,BruteForce,1,0.7707
2026-01-05T11:42:01,192.168.3.63,192.168.1.248,47305,53,TCP,dns,S0,0.253945,6,1,7,661.54,64.56,726.1,27.5649,2859.2569,0.02806,0.024504,7,1,1,PortScan,1,0.6659
2026-01-07T06:07:30,192.168.4.181,192.168.0.248,7246,22,TCP,ssh,REJ,0.064257,18,10,28,5931.19,3610.09,9541.28,435.7422,148483.5262,0.044291,0.021301,5,5,1,BruteForce,1,0.8368
2026-01-04T11:43:42,192.168.3.58,192.168.1.89,21270,80,TCP,http,RSTO,1.53955,137,37,174,124593.2,25200.2,149793.4,113.0199,97296.7894,0.062965,0.064909,11,12,0,DoS,1,0.9721
2026-01-07T03:20:32,192.168.2.224,192.168.1.122,41383,123,TCP,ntp,RSTO,13.973404,136,26,162,114096.87,27773.0,141869.87,11.5935,10152.8487,0.000489,0.024358,11,10,1,DoS,1,0.9473
2026-01-04T20:43:17,192.168.1.7,192.168.4.16,4503,8080,TCP,http-alt,RSTO,8.42489,138,36,174,155969.57,14239.62,170209.18,20.6531,20203.131,0.003312,0.037107,18,12,2,DoS,1,0.8108
2026-01-01T19:02:35,192.168.3.147,192.168.1.47,5667,443,TCP,https,S0,0.254732,3,0,3,240.09,32.41,272.5,11.777,1069.7648,0.035864,0.031403,4,1,0,PortScan,1,0.7879
2026-01-04T01:35:57,192.168.2.31,192.168.3.36,52759,443,UDP,https,SF,8.156491,139,22,161,89723.69,14759.57,104483.26,19.7389,12809.8282,0.05543,0.019231,0,0,0,DoS,1,0.9775
2026-01-04T02:09:58,192.168.4.25,192.168.3.29,47276,8080,TCP,http-alt,S0,0.433404,5,0,5,494.0,59.35,553.35,11.5365,1276.7391,0.019561,0.013898,4,1,2,PortScan,1,0.7395
2026-01-03T07:37:24,192.168.1.10,192.168.1.162,60101,443,TCP,https,SF,3.032528,133,40,173,215103.92,14162.41,229266.33,57.0481,75602.3554,0.007961,0.000443,11,11,0,DoS,1,0.9804
2026-01-01T21:08:13,192.168.0.215,192.168.1.5,26606,110,TCP,pop3,REJ,0.087639,7,1,8,409.0,117.34,526.34,91.2821,6005.6956,0.037406,0.030386,4,1,5,PortScan,1,0.6508
2026-01-03T03:18:49,192.168.1.79,192.168.3.242,14163,53,TCP,dns,S0,0.120324,7,1,8,573.58,34.6,608.18,66.4865,5054.4569,0.014182,0.035775,6,1,0,PortScan,1,0.7495
2026-01-06T20:31:22,192.168.1.222,192.168.3.156,5541,22,TCP,ssh,RSTO,0.022021,9,1,10,1085.18,144.8,1229.98,454.0872,55851.6896,0.010447,0.047673,4,0,1,PortScan,1,0.8401
2026-01-06T06:39:56,192.168.0.87,192.168.1.8,42128,22,TCP,ssh,REJ,0.258892,5,1,6,340.68,91.55,432.23,23.1756,1669.5244,0.035739,0.067963,2,2,2,PortScan,1,0.8303
2026-01-07T01:40:34,192.168.0.33,192.168.3.78,24879,80,UDP,http,SF,2.486166,152,38,190,107952.14,8769.22,116721.36,76.4229,46948.3237,0.050326,0.029969,0,0,0,DoS,1,0.9161
2026-01-03T05:11:33,192.168.2.159,192.168.1.183,5647,443,TCP,https,RSTO,12.38664,138,31,169,101218.39,24185.08,125403.47,13.6437,10124.0895,0.046148,0.004789,13,9,0,DoS,1,0.9655
2026-01-07T14:07:21,192.168.0.148,192.168.1.67,38755,22,TCP,ssh,RSTO,0.364143,18,11,29,6241.64,2844.26,9085.9,79.6388,24951.3655,0.035075,0.034394,2,7,1,BruteForce,1,0.7567
2026-01-06T15:31:47,192.168.2.86,192.168.3.96,44327,443,TCP,https,RSTO,0.713006,11,3,14,1013.25,188.45,1201.7,19.6352,1685.3948,0.047344,0.05049,5,1,0,PortScan,1,0.7336
2026-01-07T01:36:56,192.168.2.160,192.168.1.204,22471,22,TCP,ssh,RSTO,0.119905,28,8,36,6988.21,1551.89,8540.09,300.2354,71223.3015,0.044853,0.044035,1,5,1,BruteForce,1,0.6403
2026-01-07T15:35:49,192.168.3.186,192.168.1.41,29207,80,TCP,http,RSTO,0.321532,4,1,5,460.04,33.89,493.93,15.5505,1536.1732,0.022161,0.029209,9,0,1,PortScan,1,0.7011
2026-01-01T18:00:44,192.168.1.44,192.168.3.238,62723,22,TCP,ssh,SF,0.15431,26,7,33,5164.22,2405.86,7570.08,213.8533,49057.1694,0.019859,0.055177,3,6,1,BruteForce,1,0.5788
2026-01-05T05:17:08,192.168.0.153,192.168.2.86,52263,53,TCP,dns,RSTO,0.086499,9,1,10,706.78,126.87,833.65,115.607,9637.591,0.077458,0.025681,6,0,0,PortScan,1,0.7142
2026-01-05T11:40:21,192.168.1.202,192.168.2.46,46655,22,TCP,ssh,SF,1.092242,27,7,34,3093.76,1004.62,4098.37,31.1286,3752.2531,0.021733,0.055152,5,5,0,BruteForce,1,0.8287
2026-01-04T14:00:21,192.168.3.60,192.168.4.44,28116,22,TCP,ssh,SF,0.781118,29,7,36,5143.87,2088.2,7232.08,46.0877,9258.6075,0.134504,0.000569,4,10,2,BruteForce,1,0.8362
2026-01-04T08:18:28,192.168.2.53,192.168.2.207,38021,22,TCP,ssh,SF,0.145743,26,8,34,2873.9,1721.5,4595.4,233.2865,31530.7148,0.021912,0.024905,2,6,2,BruteForce,1,0.662
2026-01-04T21:07:45,192.168.1.111,192.168.3.166,44685,21,TCP,ftp,S0,1.090762,152,27,179,107784.35,15046.03,122830.38,164.1054,112609.6209,0.214284,0.061028,12,14,0,DoS,1,0.7661
2026-01-05T03:38:03,192.168.0.241,192.168.0.125,24877,80,TCP,http,S0,0.276026,3,0,3,257.05,35.62,292.67,10.8685,1060.2978,0.025692,0.002272,4,1,3,PortScan,1,0.7703
2026-01-02T04:27:25,192.168.1.176,192.168.0.28,4831,80,TCP,http,S0,0.483438,6,1,7,323.03,47.23,370.26,14.4796,765.8826,0.012723,0.044677,5,1,1,PortScan,1,0.6991
2026-01-03T01:22:59,192.168.2.56,192.168.0.251,13645,443,TCP,https,REJ,0.202435,2,1,3,347.42,31.89,379.31,14.8195,1873.7234,0.00235,0.054166,6,0,0,PortScan,1,0.744
2026-01-05T06:33:15,192.168.2.84,192.168.4.127,60244,443,UDP,https,SF,12.311169,148,29,177,248913.02,19798.22,268711.24,14.3772,21826.621,0.038013,0.060428,0,0,0,DoS,1,0.9944
2026-01-04T11:10:10,192.168.4.175,192.168.0.152,27740,443,TCP,https,S0,1.15639,5,2,7,748.05,129.13,877.18,6.0533,758.5508,0.041534,0.050334,7,1,1,PortScan,1,0.8735
2026-01-06T01:30:49,192.168.1.189,192.168.1.244,28493,80,UDP,http,SF,0.909621,154,28,182,82786.24,10816.31,93602.54,200.083,102902.6329,0.05825,0.002427,0,0,2,DoS,1,0.845
2026-01-01T18:12:00,192.168.3.160,192.168.4.121,33634,25,UDP,smtp,S0,0.86242,154,34,188,123216.08,26570.88,149786.96,217.991,173681.9338,0.006233,0.027224,0,0,0,DoS,1,0.7882
2026-01-05T13:51:27,192.168.0.227,192.168.2.79,9714,25,TCP,smtp,SF,8.037627,145,31,176,161594.71,26508.88,188103.59,21.897,23402.8737,0.057364,0.009222,15,10,0,DoS,1,0.8965
2026-01-04T01:00:10,192.168.0.102,192.168.1.153,20396,123,TCP,ntp,S0,0.112307,12,0,12,812.64,151.96,964.6,106.8493,8588.8686,0.00555,0.036838,4,1,1,PortScan,1,0.6106
2026-01-06T15:20:34,192.168.1.186,192.168.1.245,51388,22,UDP,ssh,SF,1.464087,177,32,209,180413.78,12406.88,192820.66,142.751,131700.1918,0.023227,0.032152,0,0,0,DoS,1,0.9006
2026-01-06T20:28:42,192.168.4.122,192.168.2.175,64559,22,TCP,ssh,REJ,0.150357,27,12,39,7895.54,2300.89,10196.43,259.3803,67814.1887,0.15733,0.030386,1,4,1,BruteForce,1,0.6593
2026-01-03T04:20:18,192.168.1.251,192.168.0.38,35905,80,TCP,http,RSTO,1.15179,7,1,8,303.59,39.5,343.09,6.9457,297.8738,0.08468,0.004194,6,0,1,PortScan,1,0.8649
2026-01-07T17:54:03,192.168.2.81,192.168.3.133,59815,443,TCP,https,S0,1.202962,126,37,163,129335.1,27033.11,156368.21,135.4987,129985.8637,0.007989,0.013852,11,9,0,DoS,1,0.7698
2026-01-05T03:50:42,192.168.4.108,192.168.4.8,16583,53,TCP,dns,S0,0.49612,8,2,10,895.18,162.55,1057.73,20.1564,2131.9938,0.035285,0.000869,2,0,2,PortScan,1,0.7858
2026-01-02T05:16:55,192.168.4.47,192.168.4.76,62761,22,TCP,ssh,REJ,0.341511,25,5,30,6271.84,1170.36,7442.21,87.8446,21791.9186,0.011862,0.023532,4,9,1,BruteForce,1,0.7104
2026-01-06T10:26:46,192.168.4.136,192.168.4.7,53025,22,TCP,ssh,SF,0.066218,32,16,48,10397.48,5580.57,15978.04,724.8625,241289.2614,0.015122,0.039008,2,5,0,BruteForce,1,0.6629
2026-01-06T13:01:21,192.168.0.111,192.168.0.59,56155,110,TCP,pop3,RSTO,7.513642,155,31,186,114455.73,11904.68,126360.41,24.755,16817.4631,0.016062,0.043892,11,13,1,DoS,1,0.7635
2026-01-05T07:16:09,192.168.2.176,192.168.2.219,19408,21,TCP,ftp,S0,0.225302,5,1,6,327.9,103.65,431.55,26.6308,1915.4333,0.069738,0.031107,4,1,2,PortScan,1,0.8941
2026-01-05T19:29:27,192.168.4.82,192.168.3.226,38563,80,TCP,http,S0,9.500652,159,43,202,167667.54,41638.99,209306.53,21.2617,22030.7532,0.094283,0.077732,10,21,1,DoS,1,0.8327
2026-01-07T21:49:13,192.168.3.42,192.168.1.135,23399,110,UDP,pop3,SF,19.034976,142,25,167,70464.88,15788.77,86253.64,8.7733,4531.3237,0.098094,0.057139,0,0,0,DoS,1,0.9216
2026-01-05T22:01:32,192.168.3.83,192.168.0.8,51344,80,TCP,http,SF,11.138069,143,30,173,178650.07,44225.75,222875.82,15.5323,20010.2736,0.088458,0.021361,16,11,0,DoS,1,0.977
2026-01-04T19:31:27,192.168.3.86,192.168.2.242,3022,80,UDP,http,S0,28.627295,142,31,173,109578.29,19335.74,128914.03,6.0432,4503.1858,0.157363,0.056005,0,0,0,DoS,1,0.8562
2026-01-02T01:30:37,192.168.1.101,192.168.0.69,39186,443,TCP,https,RSTO,0.023422,11,3,14,1072.43,68.58,1141.01,597.7067,48713.418,0.040875,0.011148,3,1,2,PortScan,1,0.8852
2026-01-07T12:36:47,192.168.4.113,192.168.3.140,15770,443,TCP,https,RSTO,1.545565,4,0,4,347.92,111.68,459.6,2.588,297.367,0.038733,0.023397,7,0,0,PortScan,1,0.8121
2026-01-01T15:59:54,192.168.0.21,192.168.1.228,15708,22,TCP,ssh,SF,6.217007,126,38,164,126489.57,10123.47,136613.04,26.3792,21974.0799,0.053555,0.047862,15,22,1,DoS,1,0.7546
2026-01-06T14:35:42,192.168.4.238,192.168.0.85,25731,123,TCP,ntp,RSTO,0.850645,151,42,193,94804.6,18031.89,112836.5,226.8864,132648.0257,0.042819,0.00185,16,7,0,DoS,1,0.8593
2026-01-07T10:08:52,192.168.0.216,192.168.4.167,28202,22,TCP,ssh,REJ,0.899278,30,6,36,4695.77,1252.64,5948.41,40.0321,6614.6394,0.060936,0.070396,6,7,0,BruteForce,1,0.5625
2026-01-04T02:23:33,192.168.3.27,192.168.0.217,61940,110,TCP,pop3,REJ,0.924119,6,2,8,652.85,238.52,891.37,8.6569,964.5658,0.1227,0.045043,3,0,1,PortScan,1,0.8338
2026-01-04T00:42:38,192.168.3.93,192.168.4.195,42078,123,TCP,ntp,RSTO,3.030731,134,27,161,99433.6,14313.48,113747.08,53.1225,37531.229,0.029882,0.088796,13,8,1,DoS,1,0.9466
2026-01-04T02:39:42,192.168.4.186,192.168.1.232,2601,22,TCP,ssh,SF,6.977394,160,35,195,202245.03,40637.45,242882.48,27.9474,34809.9104,0.007149,0.009871,13,12,0,DoS,1,0.7507
2026-01-04T05:47:17,192.168.0.153,192.168.3.28,47553,22,TCP,ssh,RSTO,2.087092,19,4,23,4572.34,1895.38,6467.72,11.0201,3098.9154,0.081147,0.014626,6,9,0,BruteForce,1,0.7974
2026-01-03T02:42:36,192.168.3.37,192.168.3.90,42699,143,UDP,imap,SF,1.805852,150,33,183,111515.0,26013.75,137528.75,101.3372,76157.2224,0.036159,0.000888,0,0,1,DoS,1,0.9954
2026-01-05T01:20:38,192.168.4.173,192.168.0.238,37477,80,TCP,http,S0,0.513388,7,3,10,1437.77,85.34,1523.1,19.4784,2966.761,0.098551,0.022484,4,1,1,PortScan,1,0.6237
2026-01-03T00:08:11,192.168.2.154,192.168.2.44,52713,80,TCP,http,S0,0.382721,6,1,7,511.03,28.71,539.73,18.29,1410.2518,0.048628,0.041687,8,3,2,PortScan,1,0.6758
2026-01-01T23:20:56,192.168.1.68,192.168.4.150,11489,80,TCP,http,REJ,0.280311,5,1,6,299.89,64.72,364.61,21.4047,1300.7403,0.061146,0.07681,5,1,1,PortScan,1,0.7686
2026-01-01T01:50:35,192.168.2.135,192.168.1.54,11558,22,TCP,ssh,SF,0.678756,18,6,24,6004.9,1741.82,7746.72,35.3588,11413.1045,0.049431,0.031553,2,9,0,BruteForce,1,0.7042
2026-01-06T20:37:35,192.168.1.97,192.168.1.144,20306,22,TCP,ssh,S0,0.04986,3,1,4,206.58,46.34,252.93,80.2237,5072.6546,0.186333,0.052618,6,0,1,PortScan,1,0.8329
2026-01-01T09:36:41,192.168.0.165,192.168.4.227,61077,80,UDP,http,SF,5.595761,131,28,159,133919.02,20003.19,153922.21,28.4144,27506.9242,0.02601,0.033371,0,0,3,DoS,1,0.9136
2026-01-06T20:18:40,192.168.1.34,192.168.1.153,61221,22,TCP,ssh,REJ,0.447977,22,7,29,4164.32,1943.74,6108.06,64.7353,13634.7383,0.122569,0.040957,1,6,0,BruteForce,1,0.6916
2026-01-03T23:30:04,192.168.2.136,192.168.4.152,61304,80,TCP,http,S0,0.529106,7,0,7,504.48,68.81,573.29,13.2298,1083.4987,0.016149,0.028096,3,1,4,PortScan,1,0.6454
2026-01-02T20:55:13,192.168.4.77,192.168.0.60,50136,53,TCP,dns,S0,0.059767,4,0,4,317.06,89.23,406.29,66.9257,6797.8921,0.011665,0.024929,6,4,0,PortScan,1,0.7477
2026-01-03T05:44:27,192.168.2.238,192.168.1.173,9402,53,TCP,dns,RSTO,0.524612,3,3,6,202.01,65.51,267.52,11.437,509.9353,0.078868,0.009736,4,0,1,PortScan,1,0.7728
2026-01-04T06:44:56,192.168.4.254,192.168.2.242,39075,53,TCP,dns,SF,2.343736,136,23,159,155158.97,16579.51,171738.48,67.8404,73275.4825,0.014887,0.023536,14,7,0,DoS,1,0.772
2026-01-01T23:32:22,192.168.4.6,192.168.3.156,32483,22,TCP,ssh,S0,0.278826,4,0,4,238.09,20.52,258.61,14.3458,927.4845,0.004629,0.029707,4,0,0,PortScan,1,0.7225
2026-01-02T00:04:36,192.168.0.115,192.168.1.223,20713,443,UDP,https,SF,3.147127,176,24,200,209727.84,51396.64,261124.48,63.55,82972.2999,0.033955,0.028804,0,0,2,DoS,1,0.9107
2026-01-06T16:44:03,192.168.2.154,192.168.2.252,15317,110,TCP,pop3,RSTO,0.333447,3,3,6,300.75,107.96,408.71,17.9938,1225.7076,0.018014,0.044594,7,1,1,PortScan,1,0.6395
2026-01-06T20:56:06,192.168.2.3,192.168.3.95,44189,53,TCP,dns,RSTO,12.967132,149,22,171,118336.94,26640.66,144977.59,13.1872,11180.3893,0.021743,0.021908,12,11,1,DoS,1,0.8791
2026-01-03T07:06:19,192.168.3.76,192.168.3.92,31501,443,UDP,https,SF,4.902785,147,32,179,159997.39,17435.63,177433.02,36.5099,36190.2414,0.000598,0.00558,0,0,0,DoS,1,0.9432
2026-01-02T19:30:36,192.168.3.124,192.168.1.43,7315,110,TCP,pop3,S0,0.176902,4,3,7,244.15,90.33,334.47,39.5696,1890.7156,0.028183,0.036684,2,1,1,PortScan,1,0.654
2026-01-06T00:19:25,192.168.4.154,192.168.0.76,57486,80,TCP,http,S0,0.197048,6,2,8,386.85,71.7,458.55,40.599,2327.0718,0.018476,0.032937,7,0,0,PortScan,1,0.6793
2026-01-07T00:50:25,192.168.0.31,192.168.0.35,27203,3389,TCP,rdp,REJ,0.244746,4,0,4,283.81,107.0,390.8,16.3434,1596.7526,0.023053,0.049432,5,0,2,PortScan,1,0.8171
2026-01-02T06:23:55,192.168.0.199,192.168.1.102,62919,80,TCP,http,REJ,0.381106,5,0,5,151.93,35.57,187.5,13.1197,491.9984,0.009732,0.019835,4,1,4,PortScan,1,0.7219
2026-01-01T01:36:40,192.168.1.185,192.168.4.114,15151,80,TCP,http,S0,0.012949,9,1,10,770.47,319.5,1089.98,772.1885,84166.7107,0.102239,0.060508,5,1,2,PortScan,1,0.8037
2026-01-07T12:36:54,192.168.1.77,192.168.3.60,7577,443,TCP,https,SF,1.975357,136,38,174,211239.25,44722.4,255961.65,88.0853,129577.3611,0.316802,0.011065,14,15,0,DoS,1,0.8243
2026-01-04T04:33:17,192.168.4.8,192.168.0.95,30425,80,TCP,http,RSTO,0.169313,9,2,11,1144.84,308.36,1453.21,64.9682,8582.9427,0.08746,0.005946,4,1,3,PortScan,1,0.6046
2026-01-07T16:27:10,192.168.3.126,192.168.0.51,19951,22,TCP,ssh,RSTO,0.205137,21,10,31,6979.36,3206.0,10185.36,151.1175,49651.1614,0.013834,0.035718,5,7,1,BruteForce,1,0.7644
2026-01-01T11:41:15,192.168.3.44,192.168.0.234,18161,53,TCP,dns,RSTO,0.132566,7,0,7,675.8,91.64,767.45,52.8034,5789.1088,0.000937,0.032168,6,2,3,PortScan,1,0.8662
2026-01-01T10:20:05,192.168.2.113,192.168.4.229,48734,22,TCP,ssh,REJ,0.825801,26,14,40,7858.17,3497.74,11355.91,48.4377,13751.3688,0.099754,0.024529,2,6,1,BruteForce,1,0.7727
2026-01-01T00:17:01,192.168.2.70,192.168.2.104,46582,80,TCP,http,RSTO,0.208533,8,1,9,592.8,103.62,696.42,43.1585,3339.585,0.188228,0.070763,4,0,0,PortScan,1,0.6619
2026-01-02T02:39:55,192.168.3.184,192.168.2.43,52992,22,UDP,ssh,RSTO,4.667666,163,36,199,158568.89,14683.99,173252.88,42.6337,37117.6604,0.01445,0.035038,0,0,1,DoS,1,0.9249
2026-01-01T20:30:15,192.168.4.167,192.168.0.172,36686,22,TCP,ssh,REJ,2.68408,36,10,46,7722.15,3473.32,11195.48,17.1381,4171.0645,0.14112,0.012558,1,8,2,BruteForce,1,0.7366
2026-01-06T07:54:22,192.168.4.61,192.168.4.154,26385,80,TCP,http,SF,5.805049,129,28,157,123876.34,12995.31,136871.65,27.0454,23578.0301,0.182704,0.055543,17,15,0,DoS,1,0.9151
2026-01-04T05:04:54,192.168.3.62,192.168.1.60,1641,80,TCP,http,REJ,0.10122,5,2,7,498.87,34.44,533.3,69.1558,5268.7322,0.181417,0.027703,3,0,4,PortScan,1,0.8572
2026-01-06T03:09:11,192.168.3.158,192.168.0.183,1812,8080,TCP,http-alt,REJ,0.13018,5,1,6,385.63,99.76,485.4,46.0896,3728.6222,0.005255,0.028753,4,1,1,PortScan,1,0.8359
2026-01-01T06:46:16,192.168.4.185,192.168.4.250,10789,443,TCP,https,S0,0.691383,8,1,9,941.63,226.73,1168.35,13.0174,1689.8781,0.012374,0.063882,5,3,1,PortScan,1,0.6022
2026-01-06T23:38:22,192.168.1.212,192.168.4.110,11548,80,TCP,http,S0,0.095898,8,0,8,528.68,193.5,722.18,83.4207,7530.6167,0.049033,0.021329,5,1,0,PortScan,1,0.7222
2026-01-06T08:37:40,192.168.0.221,192.168.1.80,19674,53,TCP,dns,S0,0.020287,10,3,13,905.27,222.53,1127.8,640.7841,55590.4114,0.119014,0.00783,5,0,2,PortScan,1,0.6769
2026-01-06T13:40:01,192.168.4.71,192.168.4.199,32340,22,TCP,ssh,REJ,0.089573,26,7,33,6202.26,2232.29,8434.55,368.4102,94162.8567,0.035724,0.025939,1,6,0,BruteForce,1,0.8106
2026-01-05T15:32:44,192.168.1.39,192.168.0.226,13336,161,TCP,snmp,RSTO,4.085353,175,24,199,177036.38,29990.42,207026.8,48.7106,50675.3688,0.023794,0.049437,13,12,0,DoS,1,0.7618
2026-01-07T05:20:59,192.168.0.42,192.168.3.53,26818,80,TCP,http,RSTO,1.227276,11,1,12,1284.27,152.58,1436.85,9.7777,1170.7614,0.048713,0.035,7,2,0,PortScan,1,0.8939
2026-01-01T04:42:26,192.168.3.218,192.168.1.33,54923,80,TCP,http,S0,0.097862,7,0,7,455.59,175.34,630.93,71.5283,6447.0931,0.023564,0.047685,5,1,1,PortScan,1,0.7263
